Age,Rating,Recommended IND,pred_relevance,pred_sentiment_score,pred_has_fit_info,pred_has_size_info,pred_has_comfort_info,pred_has_material_info,pred_has_quality_info,pred_has_color_info,pred_has_type_info,Has Title,Title Length,Review Length,Division Name_General,Division Name_General Petite,Division Name_Initmates,Department Name_Bottoms,Department Name_Dresses,Department Name_Intimate,Department Name_Jackets,Department Name_Tops,Department Name_Trend,Class Name_Blouses,Class Name_Dresses,Class Name_Fine gauge,Class Name_Intimates,Class Name_Jackets,Class Name_Jeans,Class Name_Knits,Class Name_Layering,Class Name_Legwear,Class Name_Lounge,Class Name_Outerwear,Class Name_Pants,Class Name_Shorts,Class Name_Skirts,Class Name_Sleep,Class Name_Sweaters,Class Name_Swim,Class Name_Trend,log_usefulness
-1.4155427257791233,-0.1631348334015274,1,0.09852022299996782,0.5927031225831634,0.6803792077934092,-1.0799139691785378,-0.7516000870093595,-0.8145185708843123,-0.5043325424489353,1.2260872380383427,0.46643361316031184,1,0.5492760604506912,0.09160269431999823,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6097655716208943
1.503755161242191,-1.9550991160155788,0,0.09851955969818442,-0.8811960004668032,0.6803384968028799,-1.0664859702341698,-0.75233332839091,1.230011244081631,-0.49064399469612935,-0.8166086759525306,-2.1520701177827646,1,-0.44831286808071863,1.1794434462454917,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2553484676439726
-1.1722679018606803,-0.1631348334015274,1,0.09852022299996782,0.5015619748622668,0.6803727457314205,-1.079544608360483,1.3397566295767132,1.230008176796113,-0.4987796636034967,1.226035451187962,0.4649375282011508,1,0.05048159618498629,-0.9260547832877215,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.2235680896351689
-0.7668098619966089,0.7328473079054982,1,0.09852022299996782,0.4137486370097077,0.6803624064322384,-1.0773581345482037,1.3402218982288077,1.2300073588533083,-0.5029919478172563,-0.8166720725506308,-2.154633173579608,1,2.0456594532478056,0.2670608801144327,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.009389740349839
-1.1722679018606803,0.7328473079054982,1,0.09852022299996782,0.48318348112668336,0.6803845928450665,0.9271426401960987,-0.7523323285780875,-0.8148426753969299,-0.504303372637684,-0.8167661187518038,0.4664377023997841,1,-0.44831286808071863,0.7583438003388491,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9828763366334512
0.5306558655684197,-0.1631348334015274,1,0.09852022299996782,0.38251745400297454,-1.4728396308849825,0.927144045137447,-0.7523468679890943,-0.8148394643585773,-0.504348770442716,-0.8156956477949664,0.46644189649155016,1,2.0456594532478056,-0.6804133231755133,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8836199495846063
-0.1991686061869089,0.7328473079054982,1,0.09852022299996782,0.5615029346654166,0.6803497838711536,0.9271438444315401,1.3402405223675304,-0.8148429978864216,-0.5043381902243118,-0.8167679382005663,0.4660342831980198,1,-0.44831286808071863,0.5477939773855278,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.2403404484968108
-0.7668098619966089,-1.9550991160155788,1,0.09852022299996782,-0.6017909302053112,0.6801472197680127,0.9271438444315401,-0.7523516897737673,-0.8148419891607068,-0.5043356968131483,-0.8167637829074496,0.46641673194095296,1,3.5420428460449207,-0.3645885887455313,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0166446525849888
-0.11807699821409462,0.7328473079054982,1,0.09852022299996782,0.5591706870553111,0.6801403269018914,0.9271428409020055,0.6988306255118032,1.2298711713763086,1.9770768425279328,1.2260408648034848,0.4663103068623847,1,1.0480705247163962,1.109260171927718,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2372121158630909
-1.0100846859150518,0.7328473079054982,1,0.09852022299996782,0.5378878649243369,-1.4703454689915043,0.927144045137447,1.3400991253952266,-0.8148204204338655,-0.5043374082439147,-0.816672012159196,0.4664377023997841,0,-1.4459017966121286,0.09160269431999823,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.128350033882525
